english,hindi
An orange tree provides an orange.,संतरे के पेड़ से संतरा प्राप्त होता है।
The kid is drinking the milk.,बच्चा दूध पीता है।
Can you sing the song?,क्या तुम वह गाना गा सकते हो?
Can you sing the song?,क्या तुम वह गाना गा सकती हो?
Can you sing the song?,क्या आप वह गाना गा सकते हैं?
Read!,पढ़ो!
He is not scared of snakes at all.,वह सापोंं से बिलकुल भी नहीं डरता।
The American flag has fifty stars.,अमरीकी झंडे में पचास सितारे हैं।
It is my dog.,मेरा कुत्ता है।
We don't know it.,हमें नहीं पता।
We don't know it.,हम नहीं जानते।
We don't know it.,हमें मालूम नहीं।
She is Japanese.,वह जापानी है।
She is Japanese.,वे जापानी हैं।
How many apples are there?,कितने सेब हैं?
Tom put the children to bed.,टॉम ने बच्चों को सुलाया।
Tom put a bandage on Mary's arm.,टॉम ने मैरी के बांह पर पट्टी बांधी।
Tom never wears red.,टॉम कभी भी लाल कपड़े नहीं पहनता।
Tom is our guest.,टॉम हमारा मेहमान है।
I think Tom is going to win.,मुझे लगता है टॉम जीतने वाला है।
Fine!,ठीक!
Roger!,संदेश पुष्टि!
Roger!,संदेश मिल गया!
I'm playing SpaceChem.,मैं स्पेसकेम खेल रहा हूँ।
I'm playing SpaceChem.,मैं स्पेसकेम खेल रही हूँ।
What's happening now in Poland?,अभी पोलैंड में क्या हो रहा है?
What's happening now in Poland?,इस वक़्त पोलैंड में क्या चल रहा है?
You raped him!,तुम ने उसका बलात्कार किया!
You raped him!,आपने उसका बलात्कार किया!
Password?,पासवर्ड?
My name is Tom.,मेरा नाम टॉम है।
I can run.,मैं दौड़ सकता हूँ।
I can run.,मैं भाग सकता हूँ।
I can run.,मैं भाग सकती हूँ।
I can run.,मैं दौड़ सकती हूँ।
The woman said the spot was hers.,औरत ने कहा वह जगह उसकी है.
Tom has lost control.,टॉम ने नियंत्रण खो दिया था।
Know yourself.,अपने आप को जानो।
We went to Russia.,हम रूस गए।
Hurry!,जल्दी करो!
There is a monster under my bed.,मेरे बिस्तर के नीचे भूत है.
We're in Calgary!,हम कॅलगरी में हैं!
I'm completely naked.,मैं पूरी तरह से नंगा हूँ।
I'm completely naked.,मैं पूरी तरह से नंगी हूँ।
Mexico is a country in North America.,मेक्सिको उत्तर अमेरिका में स्थित एक देश है।
Mexico is a country located in North America.,मेक्सिको उत्तर अमरीका में स्थित एक देश है।
"God, hear my prayer.","हे ईश्वर, मेरी प्रार्थना सुनो।"
This is my father's house.,मेरे पापा का घर है।
It's like an elephant.,हाथी जैसा है।
She didn't give an answer to every question.,उसने हर एक सवाल का जवाब नहीं दिया।
I am trying to memorise the names of constellations.,मैं सभी नक्षत्रों के नाम याद रखने की कोशिश कर रहा हूं।
I've lived in China for six months.,मैं चीन में छह महीने रहा हूँ।
I've lived in China for six months.,मैं चीन में छह महीने रही हूँ।
What do you think of Japan's economy?,जापान की अर्थव्यवस्था के बारे में आपके क्या विचार हैं?
"In Christianity, Jesus is believed to be the son of God.",ईसाई धर्म में यीशु को ईश्वर का बेटा माना जाता है।
The age of the universe is about 13.75 billion years.,ब्रह्मांड की आयु लगभग १३.७५ अरब साल हैं।
Unity in diversity.,विविधता में एकता।
What were your favourite subjects at school?,स्कूल में तुम्हारे पसंदीदा विषय कौनसे हैं?
"Someone called Mr Dell is waiting for you in your office, Mrs Stevens.","श्री स्टीवन्स, आपके दफ़्तर में श्री डेल नाम के कोई व्यक्ती आपकी प्रतिक्षा कर रहे हैं।"
"Someone called Mr Dell is waiting for you in your office, Mrs Stevens.","श्री स्टीवन्स, आपके दफ़्तर में श्री डेल नाम के कोई व्यक्ती आपका इंतज़ार कर रहे हैं।"
"The three main monotheistic religions are Islam, Judaism and Christianity.","इस्लाम, यहुदी धर्म और ईसाईयत यह तीन मुख्य एकेश्वरवादी धर्म हैं।"
Have you seen it?,क्या तुमने उसे देखा है?
Your journey starts here.,तुम्हारा सफ़र यहीं शुरू होता है।
Your journey starts here.,तुम्हारा सफ़र यहां शुरू होता है।
Your journey starts here.,आपका सफ़र यहीं शुरू होता है।
Your journey starts here.,आपका सफ़र यहां शुरू होता है।
Where in Mexico are you guys going?,मेक्सिको में तुम लोग कहाँ जा रहे हो?
Where in Mexico are you guys going?,मेक्सिको में आप लोग कहाँ जा रहे हो?
Participate!,हिस्सा लो!
Participate!,हिस्सा लीजिए!
Capri is one the most beautiful islands of Italy.,कापरी इटली के सबसे सुंदर द्वीपों में से एक है।
I'll give him the letter.,मैं उसे चिट्ठी दे दूंगा।
I'll give him the letter.,मैं उसे चिट्ठी दे दूंगी।
I'll give him the letter.,मैं उन्हें चिट्ठी दे दूंगा।
I'll give him the letter.,मैं उन्हें चिट्ठी दे दूंगी।
We are seven billion now.,अभी हम सात अरब हैं।
The sixth prime minister of Malaysia is Dato' Sri Najib Abdul Razak.,दातो श्री नाजिब अब्दुल रज़ाक मलेशिया के छठे प्रधान मंत्री है।
His father is a physicist.,उसके पिता भौतिक विज्ञानी हैं।
His father is a physicist.,उनके पिता भौतिक विज्ञानी हैं।
The prime minister will make an announcement tomorrow.,प्रधान मंत्री कल एक घोषणा करेंगे।
She could not understand the whole story.,वह पूरी कहानी को नहीं समझ पायी ।
Are you able to read the book attentively?,कया तुम ध्यान से किताब पाढ़ सकते हो ?
The film should have already started.,फ़िल्म शुरू हो चुकी होगी।
That food is so bad that I wouldn't dream of eating it.,वह खाना ऐसा बुरा है कि मैं उसको भूलकर भी नहीं खाना चाहती हूँ।
That food is so bad that I wouldn't dream of eating it.,वह खाना ऐसा बुरा है कि मैं उसको भूलकर भी नहीं खाना चाहता हूँ।
Don't break my heart.,मेरा दिल मत तोड़ो।
Don't break my heart.,मेरा दिल ना तोड़ें।
Paulina has a pink cap.,पॉलिना के पास गुलाबी टोपी है।
Ammonium carbonate is an organic compound.,अमोनियम कार्बोनेट एक कार्बनिक यौगिक यौगिक है।
Right!,सही!
How many languages are there in Europe?,युरोप में कितनी भाषाएँ हैं?
Let's eat first.,पहले खा लेते है।
Everyone needs to find his own path.,सभी को अपना-अपना मार्ग ढूँढ़ना पड़ता है।
Turkey is the heir of Ottoman Empire.,तुर्की उस्मानी साम्राज्य का वारिस है।
Leave!,जाओ!
Leave!,छोड़ो!
I'm in India.,मैं भारत में हूँ।
I am in India.,मैं भारत में हूँ।
The Umayyad armies invaded Spain in 711.,उमय्यद सेनाओं ने ७११ में स्पेन पर आक्रमण किया।
Air is missing!,वायु अनुपस्थित है!
Jenny has a gun.,जेनी के पास एक बंदूक है।
"In the land of the blind, the one-eyed man is king.",अंधों में काना राजा।
We eat so we may live.,हम इसलिए खाते हैं ताके हम जीवित रह सकें.
He took the guitar and started playing.,उसने गिटार ले कर बजाना शुरू कर दिया।
He took the guitar and started playing.,वह गिटार ले कर बजाने लगा।
Learn to speak English in little time!,थोड़े ही समय में अंग्रेजी बोलना सीखें!
Learn to speak English in little time!,थोड़े ही समय में अंग्रेजी बोलना सीखो!
What time does the exam start?,परीक्षा कितने बजे शुरू होगी?
Do you like New York?,तुम्हें न्यू यॉर्क पसंद आया?
Do you like New York?,क्या आपको न्यू यॉर्क पसंद आया?
I'm an old man.,मैं बूढ़ा हूँ।
There's nothing left to lose.,गंवाने के लिए कुछ बचा नहीं है।
There's nothing left to lose.,गंवाने के लिए कुछ भी बचा नहीं है।
How many Chinese friends do you have?,आपके कितने चीनी मित्र हैं?
"Don't ask me why but, he ran away when he saw me.","मुझे यह मत पूछना क्यूँ, किन्तु वह मुझे देख कर भाग गया."
Berlin is the capital of Germany.,बर्लिन जर्मनी की राजधानी है।
Don't call me.,मुझे काल मत करना.
How many people are there in Europe?,युरोप में कितने लोग हैं?
Paper was invented in China.,कागज़ का आविष्कार चीन में किया गया था।
I love her so much I could die.,मैं उसके प्यार में मरने के लिए भी तयार हूँ.
"He's a famous physicist not only in Japan, but throughout the world.",वह न केवल जापान में बल्कि पूरे विश्व में प्रसिद्व भौतिक शास्त्री है।
I learn ten new words every day.,मैं हर रोज़ दस नये शब्द सीखता हूँ।
I learn ten new words every day.,मैं हर रोज़ दस नये शब्द सीखती हूँ।
Russia has woken up.,रूस जाग गया है।
Listen!,सुन!
Listen!,सुनो!
Listen!,सुनिए!
It has been six years since I started to study English.,मुझे अंग्रेजी की पढाई शुरू किये हुए छह महिने हुए हैं।
Just forget it.,बस भूल जाओ।
Seriously?,सच में?
"I know you're upset about your car being totaled, but you weren't injured and you should be thankful to be alive.","मुझे ज्ञात है तुम अपनी कार खराब होने के कारण परेशान हो, परन्तु तुम्हे कोई चोट नहीं लगी, तुम्हे तो जीवित होने के लिए धन्यवाद देना चाहिए."
Are your friends Portuguese or Brazilian?,तुम्हारे दोस्त पुर्त्तगाली हैं या ब्राज़ीली?
You punch like a girl.,तुम किसी लड़की की तरह मुक्का मारते हो।
You punch like a girl.,आप किसी लड़की की तरह मुक्का मारते हैं।
You punch like a girl.,तुम किसी लड़की की तरह मुक्का मारती हो।
You punch like a girl.,आप किसी लड़की की तरह मुक्का मारती हैं।
Round boxes? Are you nuts?,गोल बक्से? पागल हो गये हो क्या?
Round boxes? Are you nuts?,गोल बक्से? पागल हो गई हो क्या?
I am who I am.,मैं हूँ जो हूँ।
I don't have time to sleep.,मेरे पास सोने के लिये वक्त नहीं है।
"A ""shiitake"" is a type of mushroom.","""शिइताके"" यह कुकुरमुत्ते का एक प्रकार है।"
"It's written in pencil, so you can erase it.","पेन्सिल से लिखा है, तो तुम उसे मिटा सकते हो।"
"It's written in pencil, so you can erase it.","पेन्सिल से लिखा है, तो आप उसे मिटा सकते हैं।"
It's magic.,जादू।
It's magic.,जादू है।
Disgusting!,घिनौना!
Disgusting!,छी!
He turned 16 years old.,वह १६ साल का हो गया।
He turned 16 years old.,वे १६ साल के हो गएं।
It will rain tomorrow.,कल बारिश गिरेगी।
They speak many languages in Spain.,स्पेन में कई भाषाएं बोली जाती हैं।
Stay!,ठहरना!
Stay!,रहना!
Pull!,खींचो!
Pull!,खींचिए!
Pull!,खींच!
Southward.,दक्षिण की तरफ़।
Every ship needs a captain.,हर जहाज़ को एक कप्तान की ज़रूरत होती है।
Faster!,और तेज़!
Chicken!,डरपोक!
It's me!,मैं हूँ!
My dad used to drive a Beetle.,मेरे पापा बीटल चलाया करते थे।
He was a good king.,वह अच्छा राजा था।
Done.,हो गया।
He went abroad to study English.,वह अंग्रेज़ी सीखने विदेश चला गया।
He went abroad to study English.,वह अंग्रेज़ी सीखने विदेश गया।
He went abroad to study English.,वे अंग्रेज़ी सीखने विदेश चले गएं।
He went abroad to study English.,वे अंग्रेज़ी सीखने विदेश गएं।
"The Muslims call Jesus ""Issa"".","मुसलमान यीशु को ""ईसा"" कहते हैं।"
His eyes are red.,उसकी आँखें लाल हैं।
Nijmegen is the oldest city in the Netherlands.,नैइमेग़न नीदरलैंड में सबसे पुराना शहर है।
He took out one egg.,उसने एक अंडा बहर निकाला।
My grandmother can fly.,मेरी दादी उड़ सकती है।
My grandmother can fly.,मेरी नानी उड़ सकती है।
They say that golf is very popular in Japan.,कहाँ जाता है कि जापान में गोल्फ़ बहुत लोकप्रिय है।
"It seems that many people don't know the difference between ""then"" and ""than"".","लगता है बहुत सारे लोगों को ""देन"" और ""दॅन"" के बीच का फ़र्क पता नहीं है।"
I eat tofu.,मैं टोफ़ू खाता हूँ।
I eat tofu.,मैं टोफ़ू खाती हूँ।
It's five o'clock.,पाच बज गए हैं।
We are lost.,हम खो गये हैं ।
Where is Sevilla in Italy?,इटली में सेविल्ला कहाँ है?
"That new song is called ""Lollipop"".","उस नये गाने का नाम ""लॉलीपॉप"" है।"
Are wasps poisonous?,क्या ततैयां ज़हरीली होती हैं?
Don't let anyone into the room.,किसी को भी कमरे में आने मत देना।
Don't let anyone into the room.,कमरे में किसी को भी आने मत दीजिए।
French is spoken in France and in some parts of Italy.,फ्रेंच फ्रांस में अौर इटली के कुछ हिस्सो में बोली जाती है।
Goal!,गोल!
"""Our customers are in Taiwan"", explained Tom.","""हमारे ग्राहक ताइवान में हैं,"" टॉम ने समझाया।"
Mary's parents live in a big house.,मैरी के माता-पिता बड़े घर में रहते हैं।
Mary's parents live in a large house.,मैरी के माता-पिता बड़े घर में रहते हैं।
Okay.,ठीक है।
Do you like to travel? Me too.,"""क्या तुम यात्रा करना पसंद करते हो?"" ""मैं भी।"""
Don't say anything without thinking.,बिना सोचे कुछ मत कहना।
Don't say anything without thinking.,बिना सोचे कुछ मत कहें।
Green is my favourite colour.,हरा मेरा पसंदीदा रंग है।
My history teacher is an old Portuguese.,मेरे इतिहास के शिक्षक एक वृद्ध पुर्त्तगाली हैं।
Mary slapped Tom.,मैरी ने टॉम को थप्पड़ मारी।
Burj Khalifa is currently the tallest skyscraper in the world.,अभी तक बुर्ज खलीफा दुनिया की सबसे लम्बी इमारत है।
I saw an airplane.,मुझे एक हवाई जहाज़ दिखा।
My uncle has a house in Italy.,मेरे चाचा का इटली में एक घर है।
My uncle has a house in Italy.,मेरे मामा का इटली में एक घर है।
Tom has a black cat.,टॉम के पास एक काली बिल्ली है।
Tom has a black cat.,टॉम के पास एक काला बिल्ला है।
"If possible, I'd like to know the name of the author.",अगर हो सके तो में लेखक का नाम जानना चाहूंगी।
"If possible, I'd like to know the name of the author.",अगर हो सके तो में लेखक का नाम जानना चाहूंगा।
Dutch people can speak many languages.,डच लोगों को कई भाषाएँ बोलनी आती हैं।
Russia is big.,रूस बड़ा है।
Red is better.,लाल बेहतर है।
Mary slapped me.,मैरी ने मुझे थप्पड़ मारी।
Tom and Mary are very hungry.,टॉम और मॅरी बहुत भूखें हैं।
The President proposed a new plan.,राष्ट्रपति ने एक नयी योजना प्रस्थापित की।
I'm used to living alone.,मुझे अकेले रहने की आदत है।
She came here once again.,वह यहाँ और एक बार आई थी।
Turkey is a beautiful country.,तुर्की एक सुंदर देश।
Esperanto will triumph.,एस्पेरांतो जीतेगी।
What language is spoken in the USA?,यू एस ए में कौन सी भाषा बोली जाती है?
What language is spoken in the USA?,अमरीका में कौन सी भाषा बोली जाती है?
Life is a mirror!,ज़िंदगी एक आईना है!
I'm going to Spain next week.,मैं अगले हफ़्ते स्पेन जा रहा हूँ।
Everyone in my family gets up early.,मेरे परिवार में हर कोई जल्दी उठता है।
Poppycock.,ऊलजलूल.
Bullshit.,बकवास.
It looks like it'll rain.,लगता है बारिश होगी।
It looks like it'll rain.,लगता है बारिश होनेवाली है।
What's the Italian pronunciation of this word?,इस शब्द का इतालवी उच्चारण क्या है?
That's odd.,अजीब बात है।
Your lips are red.,तुम्हारे होंठ लाल हैं।
Your lips are red.,आपके होंठ लाल हैं।
"The house is small, but it's enough for us.","घर तो छोटा है, किन्तु हमारे लिए पर्याप्त है।"
Today is Wednesday.,आज बुधवार है।
He didn't have a single pen.,उसके पास एक भी पेन नहीं था।
Where did she go yesterday?,वह कल कहाँ गयी थी?
She is Russian.,वह रूसी है।
Tom is a member of the SAS.,टॉम एस.ए.एस. का सदस्य है।
Tom lives in Wales.,टॉम वेल्स में रहता है।
Russia is a very big country.,रूस एक बहुत बड़ा देश है।
You can see the Empire State Building from here.,आप यहां से एम्पायर स्टेट भवन देख सकते हैं।
You can see the Empire State Building from here.,आप यहां से एम्पायर स्टेट भवन देख सकती हैं।
You can see the Empire State Building from here.,तुम यहां से एम्पायर स्टेट भवन देख सकते हो।
You can see the Empire State Building from here.,तुम यहां से एम्पायर स्टेट भवन देख सकती हो।
You can see the Empire State Building from here.,यहां से एम्पायर स्टेट भवन दिखता है।
What is the name of that bird?,उस पंछी का नाम क्या है?
What is the name of that bird?,उस चिड़िया का नाम क्या है?
My foot fell asleep.,मेरा पाँव सो गया.
I will give you a large folder.,मैं तुम्हें एक बड़ा फ़ोल्डर दूँगा।
They have a different opinion regarding your problem.,तुम्हारी समस्या के बारे में उनकी कुछ और राय है।
They have a different opinion regarding your problem.,आपकी समस्या के बारे में उनकी कुछ और राय है।
The sky is big.,आकाश बड़ा है।
He bought a car.,उसने गाड़ी खरीदी।
He bought a car.,उन्होंने गाड़ी खरीदी।
Could this be love?,क्या यह प्यार हो सकता है?
How is it?,कैसा है?
How is it?,कैसी है?
What was the first capital of Portugal?,पुर्तगाल की पहली राजधानी क्या थी?
I'm studying in the library.,मैं पुस्तकालय में अध्ययन कर रही हूँ ।
Tom refuses to work.,टॉम काम करने से इनकार करता है।
Two hunters meet: both are dead.,दो शिकारी मिलते हैं: दोनों मर गये हैं।
Tom burned the letter.,टॉम ने वह चिट्ठी जला दी।
"In the Cold War era, Soviet naval and air bases existed in Cuba and Vietnam.",शीत युद्ध के काल में क्यूबा और वियतनाम में सोवियत नौसैनिक और वायु सेना अड्डे हुआ करते थे।
Tom is a communist.,टॉम साम्यवादी है।
Tom is a communist.,टॉम कम्युनिस्ट है।
China has more than a billion inhabitants.,चीन में एक अरब से ज़्यादा निवासी हैं।
The world has changed.,दुनिया बदल गई है।
Mary loves going to the spa.,मेरी को स्पा जाना पसंद है।
Did the police arrest Tom?,पुलीस ने टॉम को गिरफ़्तार किया क्या?
Tom is my grandfather.,टॉम मेरे दादा हैं।
Tom is my grandfather.,टॉम मेरे नाना हैं।
Tom is my grandfather.,टॉम मेरे दादा लगते हैं।
Tom is my grandfather.,टॉम मेरे नाना लगते हैं।
What's today's date?,आज की तारीख़ क्या है?
It's all over now.,अब तो सब कुछ ख़तम हो चुका.
Do you live in Portugal or in Brazil?,तुम पुर्त्तगाल में रहते हो या ब्राज़ील में?
Do you live in Portugal or in Brazil?,तुम पुर्त्तगाल में रहती हो या ब्राज़ील में?
Do you live in Portugal or in Brazil?,आप पुर्त्तगाल में रहते हैं या ब्राज़ील में?
Egyptian began to be written using the Greek alphabet in the 1st century.,पहले शतक से मिस्री भाषा यूनानी अक्षरों में लिखी जाने लगी।
I became friends with him while I was in Taiwan.,तैवान में रहते समय मेरी उससे दोस्ती हुई।
Mars is the god of war.,मार्स युद्ध का देवता है।
Turkey is a developed country.,तुर्की एक विकसित देश है।
India is a developing country.,भारत एक विकासशील देश है।
Israel is a developed country.,इज़राइल एक विकसित देश है।
Spain is a developed country.,स्पेन एक विकसित देश है।
Are you a Taoist?,तुम ताओवादी हो?
Are you a Taoist?,क्या आप ताओवादी हैं?
My wife is cooking.,मेरी पत्नी पका रही है।
This is my song.,यह मेरा गाना है।
He did the opposite.,उसने उल्टा किया।
Attaboy!,शाबाश!
This work is simple enough that even a child can do it.,यह काम इतना सरल है की कोई बच्चा भी इसे कर सकता है।
Once upon a time they used to travel by a diligence.,एक समय वे सफ़र करने में परिश्रम करते थे
"In the past, people used to travel by a diligence.",पुराने ज़माने में लोग परिश्रम से सफ़र करते थे
I want a pet tiger.,मुझे एक पालतू शेर चाहिए।
Yesterday was a good day.,कल अच्छा दिन था।
Eat your food.,अपना खाना खाओ।
Eat your food.,अपना खाना खाइए।
Sex sells.,सेक्स बिकता है।
Mary showed her breasts.,मैरी ने अपने स्तन दिखाएँ।
I like my language.,मुझे मेरी भाषा पसंद है।
She has lived there for seven years.,वह वहाँ सात साल रही है।
She has lived there for seven years.,वहाँ वे सात साल रही हैं।
I've done nothing wrong.,मैंने कुछ भी गलत नहीं किया है।
Today I'm online.,मैं आज ऑनलाईन हूँ।
The train is coming.,ट्रेन आ रही है।
France is in Western Europe.,फ्रांस पश्चिमी यूरोप में है.
I believe in Jesus Christ.,मेरा यीशु मसीह में विश्वास है।
They're Russian.,वे रूसी हैं।
Please show me your passport.,कृपया आपका पासपोर्ट दिखाएं।
Please show me your passport.,कृपया तुम्हारा पासपोर्ट दिखाओ।
"If you have the time, come along with me.",वक़्त हो तो मेरे साथ आओ।
"If you have the time, come along with me.",वक़्त हो तो मेरे साथ आइए।
In my life I always was a liar. That's why people liked me.,मैं मेरे जीवन में हमेशा से झूठा था। इसी लिए लोग मुझे पसंद करते थे।
In my life I always was a liar. That's why people liked me.,मैं मेरे जीवन में हमेशा से झूठी थी। इसी लिए लोग मुझे पसंद करते थे।
I have black eyes.,मेरे पास काली आँखें हैं।
Tom can do it in 10 minutes.,टॉम १० मिनट में कर सकता है।
Tom can do it in 10 minutes.,टॉम १० मिनट में कर सकते हैं।
Tom extinguished his torch.,टॉम ने अपना मशाल बुझाया।
Mary is kneeling.,मैरी घुटने टेक रही है।
Mary is kneeling.,मैरी घुटने टेक रहीं है।
She had a flower in her hand.,उसके हात में एक फूल था।
She had a flower in her hand.,उसने अपने हात में एक फूल पकड़ा हुआ था।
She had a flower in her hand.,उन्होंने अपने हात में एक फूल पकड़ा हुआ था।
The student ended up sleeping in the classroom.,वह छात्र कक्षा में ही सो गया।
The student ended up sleeping in the classroom.,वो स्टूडेंट क्लास में ही सो गया।
"""That's a woman's job,"" said Tom.","""वह तो औरतों का काम है,"" टॉम ने कहा।"
You're never at home.,तुम कभी भी घर पर नहीं होते।
Many people in Africa speak French.,आफ़्रिका में कई लोग फ़्रांसीसी बोलते हैं।
What is art?,कला क्या होती है?
What is art?,कला मतलब?
I like English.,मुझे अंग्रेज़ी पसंद है।
I like English.,मुझे अंग्रेज़ी अच्छी लगती है।
Liar!,झूठे!
Liar!,झूठे कहीं के!
Liar!,झूठी!
Liar!,झूठी कहीं की!
That chicken looks good.,वह मुर्गी अच्छी लग रही है।
I had to do everything on my own.,मुझे सब कुछ खुद से करना पड़ा।
"Natasha was born in Russia, but she doesn’t speak Russian.","नताशा का जन्म रूस में हुआ था, मगर वह रूसी नहीं बोलती।"
I am a Japanese writer.,मैं जापानी लेखक हूँ।
Do you live in Portugal or Brazil?,तुम पुर्त्तगाल में रहते हो या ब्राज़ील में?
Do you live in Portugal or Brazil?,तुम पुर्त्तगाल में रहती हो या ब्राज़ील में?
Do you live in Portugal or Brazil?,आप पुर्त्तगाल में रहते हैं या ब्राज़ील में?
Tom followed Mary.,टॉमने मेरी का पीछा किया।
Tom followed Mary.,टॉम मेरी के पिछ-पिछे चला।
Is this where you live?,यह तुम यहां रहते हो?
Is this where you live?,यह तुम यहां रहती हो?
Is this where you live?,यह आप यहां रहते हैं?
Is this where you live?,यह आप यहां रहती हैं?
Mary stripped off her clothes.,मैरी ने अपने कपड़े उतार दिये।
It's wrong.,गलत है।
"He who is not satisfied with a little, is satisfied with nothing.","जो कम से संतुष्ट नहीं, किसी भी चीज़ से संतुष्ट नहीं है."
What about us?,हमारा क्या?
Hochiminh City is the largest city in Vietnam.,हो ची मिन्ह शहर वियतनाम में सबसे बड़ा शहर है।
Mary wears a sports bra for exercise.,मैरी व्यायाम करते वक़्त स्पोर्ट्स ब्रा पहनती है।
Tom stayed in bed all day watching TV.,टॉम पूरा दिन टीवी देखते बिस्तर पर पड़ा रहा।
Tom stayed in bed all day watching TV.,टॉम पूरा दिन टीवी देखते बिस्तर पर पड़े रहें।
Give me the gun.,मुझे वह बंदूक दो।
Give me the gun.,वह बंदूक मुझे दे दो।
Can you stand up?,खड़े हो सकते हो?
Can you stand up?,खड़ी हो सकती हो?
Can you stand up?,क्या आप खड़े हो सकते हैं?
You are a good person.,तुम अच्छे व्यक्ति हो।
You are a good person.,आप अच्छे व्यक्ति हैं।
You are a good person.,तुम अच्छी व्यक्ति हो।
Books are lying about on the floor.,फ़र्श पर किताबें पड़ी हुई हैं।
It should be fun.,मज़ा आएगा।
I'm waiting for my boyfriend.,मैं मेरे बॉयफ़्रेन्ड का इंतज़ार कर रही हूं।
I'm waiting for my boyfriend.,मैं मेरे बॉयफ़्रेन्ड का इंतज़ार कर रहा हूं।
He is Japanese.,वह जापानी है।
Our school is in this village.,हमारी पाठशाला इस गाँव में है।
"During the Soviet Union, there were two big newspapers - ""Pravda"" and ""Izvestiia.""","सोवियत संघ के दौरान दो बड़े अखबार थे - ""प्रावदा"" और ""इज़वेस्तीया""।"
We were friends.,हम दोस्त थे।
We were friends.,हम मित्र थे।
Tell me your name.,अपना नाम बताओ।
Tell me your name.,अपना नाम बताएं।
Does everybody understand?,क्या सभी को समझ आता है?
Does everybody understand?,क्या सभी को समझ आ रहा है?
"Beryllium, magnesium, calcium, strontium, barium and radium are alkaline earth metals.","विडूर, भ्राजातु, चूर्णातु, शोणातु, हर्यातु, व तेजातु क्षारीय पार्थिव धातुएँ है।"
"Have you ever read ""Moby Dick""?","""मोबी डिक"" कभी पड़ी है?"
They are reading her book.,वे उसका किताब पढ़ रहे हैं।
They are reading her book.,वे उनका किताब पढ़ रहे हैं।
China is larger than Japan.,चीन जापान से बड़ा है।
Are you coming back tomorrow?,क्या तुम कल लौट आ रहे हो?
Are you coming back tomorrow?,क्या तुम कल लौट आ रही हो?
Are you coming back tomorrow?,क्या आप कल लौट आ रहे हैं?
Are you coming back tomorrow?,क्या आप कल लौट आ रहीं हैं?
What's the price of this?,इसका दाम क्या है?
What's the price of this?,इसकी क़ीमत क्या है?
What's the price of this?,यह वस्तु की कीमत क्या है।
Ukraine became independent again when the Soviet Union dissolved in 1991.,१९९१ में सोवियत संघ विघटित होने पर युक्रेन फिर स्वतंत्र हो गया।
It seems worthless.,बेकार लगता है।
Is that a country or a city?,वह देश है या शहर?
Tom raised his hairy fist.,टॉम ने अपनी बालदार मुट्ठी उठाई।
I am used to living alone.,मुझे अकेले रहने की आदत है।
Somebody has to talk.,किसी को तो बात करनी होगी।
Somebody has to talk.,किसी को तो बात करनी पड़ेगी।
Ding is playing on the computer.,डिंग कम्प्यूटर पर खेल रहा है।
Ding is playing on the computer.,डिंग कम्प्यूटर पर खेल रही है।
Ding is playing on the computer.,डिंग कम्प्यूटर पर खेल रहे हैं।
I fucked lots of friends.,मैंने कई दोस्तों को चोदा।
I fucked lots of friends.,मैंने कई दोस्तों को चोद डाला।
I fucked lots of friends.,मैंने कई सहेलियों को चोदा।
She is powerful.,वह शक्तिशाली है।
I am from China.,मैं चीन से हूँ।
Yesterday there was an earthquake.,कल भूकंप आया था.
Osaka is Japan's second biggest city.,ओसाका जापान का दूसरा सबसे बड़ा शहर है।
Will Israel attack Iran?,क्या इज़राइल ईरान पर हमला करेगा?
Will Iran attack Israel?,क्या ईरान इज़राइल पर हमला करेगा?
Her students study too much.,उसके विद्यार्थी कुछ ज़्यादा ही पढाई करते हैं।
This tea is too sweet.,यह चाय कुछ ज़्यादा ही मीठी है।
I don't like this store.,मुझे यह दुकान पसंद नहीं है।
We both are friends.,हम दोनो दोस्त है |
He served his king faithfully.,उसने अपने राजा की वफ़ादारी से सेवा की।
I want to write a book.,मैं एक किताब लिखना चाहता हूँ।
I want to write a book.,मैं एक किताब लिखना चाहती हूँ।
Remember these rules.,इन नियमों को याद रखना।
Remember these rules.,इन नियमों को याद रखें।
Remember these rules.,इन नियमों को याद रखिए।
Quiet!,शांत!
The Persian Gulf is located between Iran (Persia) and the Arabian Peninsula.,फारस की खाड़ी ईरान (पर्शिया) और अरबी प्रायद्वीप के बीच स्थित है।
There's blood in the water.,पानी में खून है।
Again?,फिर?
Again?,फिर से?
There is a church at the back of my house.,मेरे घर के पीछे एक चर्च है।
I don't drink wine.,मैं वाइन नहीं पीता।
I don't drink wine.,मैं वाइन नहीं पीती।
Did you see that small mouse?,वह छोटा चूहा देखा?
Did you see that small mouse?,तुमने वह छोटा चूहा देखा?
Did you see that small mouse?,आपने वह छोटा चूहा देखा?
Did you see that small mouse?,क्या आपने वह छोटा चूहा देखा?
Did you see that small mouse?,क्या तुमने वह छोटा चूहा देखा?
Kids want to play.,बच्चे खेलना चाहते हैं।
Give me an orange.,मुझे एक संत्रा दो।
Give me an orange.,मुझे एक संत्रा दीजिए।
That's the spirit!,यह हुई ना बात!
Spain will need to borrow 100 billion euros.,स्पेन को १०० अरब युरों का उधार लेना पड़ेगा।
I am sure that we will be very happy here.,मुझे विश्वास है कि हम यहाँ अत्यंत प्रसन्न रहेंगे।
